Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI
M5VB36E8,journalArticle,2007,"Hansen, Mary Eschelbach","State-designated special needs, post-adoption support, and state fiscal stress",Children and Youth Services Review,,1907409,10.1016/j.childyouth.2007.05.015
DGVCCJG3,journalArticle,2004,"Hansen, Mary Eschelbach; Simon, Rita J.",Transracial placement in adoptions with public agency involvement: what can we learn from the AFCARS data?,Adoption Quarterly,,"1092-6755, 1544-452X",10.1300/J145v08n02_03
2KX6MHSE,journalArticle,2005,"Mary Eschelbach, Hansen; Daniel, Pollack",Unintended consequences of bargaining for adoption assistance payments,Family Court Review,,"1531-2445, 1744-1617",10.1111/j.1744-1617.2005.00049.x
F427KU5T,journalArticle,2006,"Hansen, Mary Eschelbach; Hansen, Bradley A.",The economics of adoption of children from foster care,Child Welfare,,0009-4021,
MVM2F6HP,journalArticle,2009,"Hansen, Mary Eschelbach; Gupta-Kagan, Josh",Raising the cut-off: The empirical case for extending adoption and guardianship subsidies from age 18 to 21,UC Davis Journal of Juvenile Law and Policy,,,
4AX8875W,journalArticle,1985,"Hampton, Robert L.; Newberger, Eli H.","Child abuse incidence and reporting by hospitals: significance of severity, class, and race",American Journal of Public Health,,,
23N2HGVF,journalArticle,1989,"Hampton, Robert L.; Gelles, Richard J.; Harrop, John W.",Is violence in black families increasing? A comparison of 1975 and 1985 national survey rates,Journal of Marriage and the Family,,222445,10.2307/353209
BGPRK2E7,journalArticle,1990,"Hampson, Robert B.; Beavers, W. Robert; Hulgus, Yosaf","Cross-ethnic differences: Interactional assessment of white, black, and Mexican-American families",Journal of Marital and Family Therapy,,"0194472X, 17520606",10.1111/j.1752-0606.1990.tb00852.x
TH7JF52D,journalArticle,2002,"Hamarman, S.; Pope, K. H.; Czaja, S. J.",Emotional abuse in children: Variations in legal definitions and rates across the United States,Child Maltreatment,,1077-5595,10.1177/107755902237261
7FTGWECE,journalArticle,1996,"Hall, L. A.; Kotch, Jonathan B.; Browne, Dorothy C.; Rayens, M. K.",Self-esteem as a mediator of the effects of stressors and social resources on depressive symptoms in postpartum mothers,Nursing Research,,0029-6562,
JNKBDDVR,journalArticle,2009,"Hakman, Melissa; Chaffin, Mark; Funderburk, Beverly; Silovsky, Jane F.",Change trajectories for parent-child interaction sequences during parent-child interaction therapy for child physical abuse,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2008.08.003
SXCKBQ2G,journalArticle,2012,"Hahn, Amy; Yuan, Ying-Ying; Katzman, Rita; Nolan, Catherine; Blankenship, Jean; Sneddon, Dori",Differential response in child protective services: Research and practice advancements,Protecting Children: A Professional Publication of American Humane,,,
4DG6UPSG,journalArticle,2006,"Guo, Shenyang; Barth, Richard P.; Gibbons, Claire",Propensity score matching strategies for evaluating substance abuse services for child welfare clients,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2005.04.012
HFIJAH53,journalArticle,2012,"Gumus, Gulcin; Lee, Jungmin",Alternative paths to parenthood: IVF or child adoption?,Economic Inquiry,,952583,10.1111/j.1465-7295.2011.00401.x
49CD3B4S,journalArticle,2008,"Grogan-Kaylor, Andrew; Ruffolo, Mary C.; Ortega, Robert M.; Clarke, Jenell",Behaviors of youth involved in the child welfare system,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2007.09.004
V74MZNMR,journalArticle,1985,"Green, Robert G.; Kolevzon, Michael S.; Vosler, Nancy R.","The Beavers-Timberlawn model of family competence and the circumplex model of family adaptability and cohesion: Separate, but equal?",Family Process,,"0014-7370, 1545-5300",10.1111/j.1545-5300.1985.00385.x
CHDW55FK,journalArticle,2016,"Graham, Laurie M.; Lanier, Paul; Johnson-Motoyama, Michelle",National profile of Latino/Latina children reported to the child welfare system for sexual abuse,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2016.04.008
M5VMV2WV,journalArticle,2010,"Graham, James Christopher; English, Diana J.; Litrownik, Alan J.; Thompson, Richard; Briggs, Ernestine C.; Bangdiwala, Shrikant I.",Maltreatment chronicity defined with reference to development: Extension of the social adaptation outcomes findings to peer relations,Journal of Family Violence,,"0885-7482, 1573-2851",10.1007/s10896-009-9293-9
7HEBVVXB,journalArticle,1990,"Gordon, Michael",Males and females as victims of childhood sexual abuse: An examination of the gender effect,Journal of Family Violence,,"0885-7482, 1573-2851",10.1007/BF00979068
MCH76D24,journalArticle,2012,"Goldhaber-Fiebert, Jeremy D.; Bailey, Stephanie L.; Hurlburt, Michael S.; Zhang, Jinjin; Snowden, Lonnie R.; Wulczyn, Fred; Landsverk, John; Horwitz, Sarah M.",Evaluating child welfare policies with decision-analytic simulation models,Administration and Policy in Mental Health and Mental Health Services Research,,"0894-587X, 1573-3289",10.1007/s10488-011-0370-z
D6SV8QB8,journalArticle,2014,"Godinet, Meripa T.; Li, Fenfang; Berg, Teresa",Early childhood maltreatment and trajectories of behavioral problems: Exploring gender and racial differences,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2013.07.018
II6EFKQ2,journalArticle,2011,"Glisson, Charles; Green, Philip","Organizational climate, services, and outcomes in child welfare systems",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2011.04.009
N4VCHX2N,journalArticle,2012,"Glisson, Charles; Green, Philip; Williams, Nathaniel J.",Assessing the Organizational Social Context (OSC) of child welfare systems: Implications for research and practice,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2012.06.002
G9ZCQ829,journalArticle,2006,"Girardet, Rebecca; Giacobbe, Lauren; Bolton, Kelly; Lahoti, Sheela; McNeese, Margaret",Unmet health care needs among children evaluated for sexual assault,Archives of Pediatrics & Adolescent Medicine,,1072-4710,10.1001/archpedi.160.1.70
4EW2SIBM,journalArticle,2006,"Gibbs, Deborah; Kasten, Jennifer; Bir, Anupa; Duncan, Dean; Hoover, Sonja",Between two systems: Children in TANF child-only cases with relative caregivers,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2005.05.004
I89VP7PB,journalArticle,2006,"Gibbs, Deborah A.; Dalberth, Barbara T.; Berkman, Nancy D.; Weitzenkamp, David",Determinants of adoption subsidies,Adoption Quarterly,,"1092-6755, 1544-452X",10.1300/J145v09n02_04
8P69BA5E,journalArticle,2006,"Gibbs, Deborah; Berkman, Nancy; Weitzenkamp, David; Dalberth, Barbara",Federal support for adoption subsidies: State-level variations and the impact for adoptive families,Journal of Public Child Welfare,,"1554-8732, 1554-8740",10.1300/J479v01n02_05
AD96C7ZC,journalArticle,1992,"Gelles, R. J.",Poverty and violence toward children,American Behavioral Scientist,,0002-7642,10.1177/0002764292035003005
KGZEJ85R,journalArticle,1991,"Gelles, Richard J.","Physical violence, child abuse, and child homicide: A continuum of violence, or distinct behaviors?",Human Nature,,"1045-6767, 1936-4776",10.1007/BF02692181
XI4QBGJ9,journalArticle,1989,"Gelles, Richard J.",Child abuse and violence in single-parent families: Parent absence and economic deprivation,American Journal of Orthopsychiatry,,"1939-0025, 0002-9432",10.1111/j.1939-0025.1989.tb02738.x
MIRFE2JR,journalArticle,1988,"Gelles, Richard J.",Violence and pregnancy: Are pregnant women at greater risk of abuse?,Journal of Marriage and the Family,,222445,10.2307/352652
TJFR2IHC,journalArticle,1979,"Gelles, Richard J.","""Interpreting family violence data"": Reply",American Journal of Orthopsychiatry,,,
MI4UDVWQ,journalArticle,1978,"Gelles, Richard J.",Violence toward children in the United States,American Journal of Orthopsychiatry,,,
M36ACSJH,journalArticle,1987,"Gelles, Richard J.; Straus, Murray A.",The cost of family violence,Public Health Reports,,,
74RVCWDP,journalArticle,1987,"Gelles, Richard J.; Straus, Murray A.",Is violence toward children increasing?: A comparison of 1975 and 1985 national survey rates,Journal of Interpersonal Violence,,"0886-2605, 1552-6518",10.1177/088626087002002006
H3BVA5CB,journalArticle,1979,"Gelles, Richard J.; Straus, Murray A.",Violence in the American family,Journal of Social Issues,,"00224537, 15404560",10.1111/j.1540-4560.1979.tb00799.x
JIPF2KZH,journalArticle,1991,"Gelles, Richard J.; Harrop, John W.",The risk of abusive violence among children with nongenetic caretakers,Family Relations,,1976664,10.2307/585662
4MWXE75H,journalArticle,1989,"Gelles, Richard J.; Harrop, John W.","Violence, battering, and psychological distress among women",Journal of Interpersonal Violence,,"0886-2605, 1552-6518",10.1177/088626089004004002
ZAGUBIGK,journalArticle,1981,"Gelles, Richard J.; Hargreaves, Eileen F.",Maternal employment and violence toward children,Journal of Family Issues,,,
W62DCEPK,journalArticle,2004,"Geen, Rob; Malm, Karin; Katz, Jeff",A study to inform the recruitment and retention of general applicant adoptive parents,Adoption Quarterly,,"1092-6755, 1544-452X",10.1300/J145v07n04_01
ME24W2FB,journalArticle,1993,"Gaudin, James M.",Effective intervention with neglectful families,Criminal Justice and Behavior,,"0093-8548, 1552-3594",10.1177/0093854893020001006
QHBNJC9F,journalArticle,1990,"Gaudin, James M.; Wodarski, John S.; Arkinson, Mary K.; Avery, Luciclair S.",Remedying child neglect: Effectiveness of social network interventions,Journal of Applied Social Sciences,,,
ZPEUVCA5,journalArticle,1983,"Gaudin, James M.; Pollane, Leonard","Social networks, stress and child abuse",Children and Youth Services Review,,1907409,10.1016/0190-7409(83)90021-X
NRNZMTRI,journalArticle,1986,"Gaudin, James M.; Polansky, Norman A.",Social distancing of the neglectful family,Children and Youth Services Review,,1907409,10.1016/0190-7409(86)90022-8
6FG4RRW9,journalArticle,1992,"Gaudin, James M.; Polansky, Norman A.; Kilpatrick, Allie C.",The child well-being scales: A field trial,Child welfare,,,
IKUZCKEN,journalArticle,1996,"Gaudin, James M.; Polansky, Norman A.; Kilpatrick, Allie C.; Shilton, Paula",Family functioning in neglectful families,Child Abuse & Neglect,,1452134,10.1016/0145-2134(96)00005-1
6RG38ZPB,journalArticle,1993,"Gaudin, James M.; Polansky, Norman A.; Kilpatrick, Allie C.; Shilton, Paula","Loneliness, depression, stress, and social supports in neglectful families.",American Journal of Orthopsychiatry,,"1939-0025, 0002-9432",10.1037/h0079475
96PF6JPS,journalArticle,1996,"Garland, Ann F.; Landsverk, John L.; Hough, Richard L.; Ellis-MacLeod, Elissa",Type of maltreatment as a predictor of mental health service use for children in foster care,Child Abuse & Neglect,,1452134,10.1016/0145-2134(96)00056-7
KR9NR4C6,journalArticle,1998,"Garland, Ann F.; Ellis-MacLeod, Elissa; Landsverk, John A.; Ganger, William; Johnson, Ivory",Minority populations in the child welfare system: The visibility hypothesis reexamined.,American Journal of Orthopsychiatry,,"1939-0025, 0002-9432",10.1037/h0080279
3UT5Z6D9,journalArticle,2015,"Garcia, Antonio R.; Greeson, Johanna K.P.; Kim, Minseop; Thompson, Allison; DeNard, Christina","From placement to prison revisited: Do mental health services disrupt the delinquency pipeline among Latino, African American and Caucasian youth in the child welfare system?",Journal of Adolescence,,1401971,10.1016/j.adolescence.2015.10.008
2CKW62W6,journalArticle,2009,"Garcia, Antonio","Contextual pathways to Latino child welfare involvement: A theoretical model located in the intersections of place, culture, and socio-structural factors",Children and Youth Services Review,,1907409,10.1016/j.childyouth.2009.05.009
PU49TQBE,journalArticle,1989,"Garbarino, James",The incidence and prevalence of child maltreatment,Crime and Justice,,1923234,
VJNEB5AX,journalArticle,1998,"Gable, Sara",School-age and adolescent children’s perceptions of family functioning in neglectful and non-neglectful families,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(98)00065-9
WUJ77CPR,journalArticle,2015,"Fuller, Tamara L.; Paceley, Megan S.; Schreiber, Jill C.",Differential response family assessments: Listening to what parents say about service helpfulness,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2014.05.010
RZFFBPKN,journalArticle,1993,"Frongillo, Edward A.",Understanding and analyzing complex survey data: The case of NIS-2,Updata,,,
BMR8ARFD,journalArticle,2014,"Clarkson Freeman, Pamela A.",Prevalence and relationship between adverse childhood experiences and child behavior among young children engaged in the child welfare system,Infant Mental Health Journal,,1639641,10.1002/imhj.21460
AGZ7JE4V,journalArticle,2011,"Fowler, Patrick J.; Taylor, Jeremy J.; Rufa, Anne K.",Housing services for child welfare-involved families: An initial evaluation using observational data,Child welfare,,94021,
2464PSHS,journalArticle,2015,"Fowler, P. J.; Motley, D.; Zhang, J.; Rolls-Reutz, J.; Landsverk, J.",Adolescent maltreatment in the child welfare system and developmental patterns of sexual risk behaviors,Child Maltreatment,,"1077-5595, 1552-6119",10.1177/1077559514548701
BUUEXB7P,journalArticle,2014,"Fowler, Patrick J.; Henry, David B.; Schoeny, Michael; Taylor, Jeremy; Chavira, Dina",Developmental timing of housing mobility: Longitudinal effects on externalizing behaviors among at-risk youth,Journal of the American Academy of Child & Adolescent Psychiatry,,8908567,10.1016/j.jaac.2013.12.003
8F6D3K5P,journalArticle,2013,"Fowler, Patrick J.; Henry, David B.; Schoeny, Michael; Landsverk, John; Chavira, Dina; Taylor, Jeremy J.",Inadequate housing among families under investigation for child abuse and neglect: Prevalence from a national probability sample,American Journal of Community Psychology,,910562,10.1007/s10464-013-9580-8
ZEUMNDH5,journalArticle,2013,"Font, Sarah A.",Service referral patterns among black and white families involved with child protective services,Journal of Public Child Welfare,,"1554-8732, 1554-8740",10.1080/15548732.2013.818087
SG9WTSXU,journalArticle,2011,"Foster, E. Michael; Hillemeier, Marianne M.; Bai, Yu",Explaining the disparity in placement instability among African-American and white children in child welfare: A Blinder–Oaxaca decomposition,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.08.021
RVJ6SIT6,journalArticle,2014,"Font, Sarah A.",Kinship and nonrelative foster care: The effect of placement type on child well-being,Child Development,,93920,10.1111/cdev.12241
885Q3HER,journalArticle,2013,"Font, Sarah A.; Warren, Emily J.",Inadequate housing and the child protection system response,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2013.08.012
9AGTEU4T,journalArticle,2015,"Font, Sarah A.; Maguire-Jack, Kathryn",Decision-making in child protective services: Influences at multiple levels of the social ecology,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2015.02.005
BQII72A3,journalArticle,2012,"Font, Sarah A.; Berger, Lawrence M.; Slack, Kristen S.",Examining racial disproportionality in child protective services case decisions,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2012.07.012
C3BX3QZE,journalArticle,2012,"Font, Sarah",Burnout in child welfare: The role of employment characteristics and workplace opportunities,Social Service Review,,"0037-7961, 1537-5404",10.1086/668817
QKCPFS6V,journalArticle,2013,"Font, Sarah; Maguire-Jack, Kathryn",Academic engagement and performance: Estimating the impact of out-of-home care for maltreated children,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2013.02.010
HES3FNAV,journalArticle,1999,"Fluke, John D; Yuan, Ying-Ying T; Edwards, Myles",Recurrence of maltreatment: An application of the National Child Abuse and Neglect Data System (NCANDS),Child Abuse & Neglect,,1452134,10.1016/S0145-2134(99)00039-3
R8PH8VK6,journalArticle,2003,"Fluke, John D.; Yuan, Ying-Ying T.; Hedderson, John; Curtis, Patrick A.",Disproportionate representation of race and ethnicity in child maltreatment: Investigation and victimization,Children and Youth Services Review,,1907409,10.1016/S0190-7409(03)00026-4
F6G34HQ2,journalArticle,2008,"Fluke, J. D.; Shusterman, G. R.; Hollinshead, D. M.; Yuan, Y.-Y. T.",Longitudinal analysis of repeated child abuse reporting and victimization: Multistate analysis of associated factors,Child Maltreatment,,1077-5595,10.1177/1077559507311517
IEGMZAS4,journalArticle,2009,"Fluke, J.",Allegory of the cave: On the theme of substantiation,Child Maltreatment,,1077-5595,10.1177/1077559508328257
RCWEN7JW,journalArticle,2013,"Florence, C.; Brown, D. S.; Fang, X.; Thompson, H. F.",Health care costs associated with child maltreatment: Impact on Medicaid,Pediatrics,,"0031-4005, 1098-4275",10.1542/peds.2012-2212
RUKNQ6KP,journalArticle,2009,"Flaherty, Emalee G.; Thompson, Richard; Litrownik, Alan J.; Zolotor, Adam J.; Dubowitz, Howard; Runyan, Desmond K.; English, Diana J.; Everson, Mark D.",Adverse childhood exposures and reported child health at age 12,Academic Pediatrics,,18762859,10.1016/j.acap.2008.11.003
ZPQ7PS5A,journalArticle,2006,"Flaherty, Emalee G.; Thompson, Richard; Litrownik, Alan J.; Theodore, Adrea; English, Diana J.; Black, Maureen M.; Wike, Traci; Whimper, Lakecia; Runyan, Desmond K.; Dubowitz, Howard",Effect of early childhood adversity on child health,Archives of Pediatrics & Adolescent Medicine,,1072-4710,10.1001/archpedi.160.12.1232
QR6HWEJZ,journalArticle,2013,"Finno-Velasquez, Megan",The relationship between parent immigration status and concrete support service use among Latinos in child welfare: Findings using the National Survey of Child and Adolescent Well-being (NSCAWII),Children and Youth Services Review,,1907409,10.1016/j.childyouth.2013.10.013
Q37XAH7D,journalArticle,1998,"Finkelhor, D.",A comparison of the responses of preadolescents and adolescents in a National Victimization Survey,Journal of Interpersonal Violence,,0886-2605,10.1177/088626098013003004
ZDH5Q29F,journalArticle,1995,"Finkelhor, David",The victimization of children: A developmental perspective,American Journal of Orthopsychiatry,,"1939-0025, 0002-9432",10.1037/h0079618
CKCPKHQ8,journalArticle,1995,"Finkelhor, David; Wolak, Janis",Nonsexual assaults to the genitals in the youth population,JAMA: The Journal of the American Medical Association,,0098-7484,10.1001/jama.1995.03530210046029
GMGQS3ND,journalArticle,2006,"Finkelhor, David; Turner, Heather; Ormrod, Richard",Kid's stuff: The nature and impact of peer and sibling violence on younger and older children,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2006.06.006
2JX2D5HK,journalArticle,2010,"Finkelhor, David; Turner, Heather; Ormrod, Richard; Hamby, Sherry L.",Trends in childhood violence and abuse exposure: Evidence from 2 national surveys,Archives of Pediatrics & Adolescent Medicine,,1072-4710,10.1001/archpediatrics.2009.283
N6D4DCAC,journalArticle,2009,"Finkelhor, David; Ormrod, Richard K.; Turner, Heather A.",The developmental epidemiology of childhood victimization,Journal of Interpersonal Violence,,"0886-2605, 1552-6518",10.1177/0886260508317185
IF556NAW,journalArticle,2009,"Finkelhor, David; Ormrod, Richard K.; Turner, Heather A.",Lifetime assessment of poly-victimization in a national sample of children and youth,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2008.09.012
UT8BJV2R,journalArticle,2007,"Finkelhor, David; Ormrod, Richard K.; Turner, Heather A.",Re-victimization patterns in a national longitudinal sample of children and youth,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2006.03.012
VEQ7T8CE,journalArticle,2007,"Barth, R. P.; Lloyd, E. C.; Green, R. L.; James, S.; Leslie, L. K.; Landsverk, J.",Predictors of placement moves among children with and without emotional and behavioral disorders,Journal of Emotional and Behavioral Disorders,,1063-4266,10.1177/10634266070150010501
I7TQ48RD,journalArticle,2006,"Barth, Richard P.; Wildfire, Judy; Green, Rebecca L.","Placement into foster care and the interplay of urbanicity, child behavior problems, and poverty.",American Journal of Orthopsychiatry,,"1939-0025, 0002-9432",10.1037/0002-9432.76.3.358
BAGKI68J,journalArticle,2003,"Barth, Richard P.; Wildfire, Judith; Lee, Chung Kwon; Gibbs, Deborah",Adoption subsidy dynamics: Explorations in the analysis of state administrative data,Adoption Quarterly,,"1092-6755, 1544-452X",10.1300/J145v07n02_02
G7MT68G8,journalArticle,2008,"Barth, Richard P.; Weigensberg, Elizabeth C.; Fisher, Philip A.; Fetrow, Becky; Green, Rebecca L.",Reentry of elementary aged children following reunification from foster care,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2007.10.002
9XVS8QAZ,journalArticle,2010,"McCrae, Julie S.; Lee, Bethany R.; Barth, Richard P.; Rauktis, Mary E.",Comparing three years of well-being outcomes for youth in group care and nonkinship foster care,Child welfare,,94021,
555ZU68T,journalArticle,2007,"Barth, R. P.; Guo, Shenyang; McCrae, J. S.",Propensity score matching strategies for evaluating the success of child and family service programs,Research on Social Work Practice,,1049-7315,10.1177/1049731507307791
BR3ERC7C,journalArticle,2008,"Barth, Richard P.; Green, Rebecca; Webb, Mary Bruce; Wall, Ariana; Gibbons, Claire; Craig, Carlton",Characteristics of out-of-home caregiving Environments provided under child welfare services,Child Welfare,,94021,
A9NBM7GG,journalArticle,2002,"Barth, Richard P.; Biemer, Paul; Runyan, Desmond; Webb, Mary Bruce; Berrick, Jill Duerr; Dowd, Katy; Griffith, Janet; Kinsey, Susan; Newman, Jeannie; Siebenaler, Kristin; Weeks, Mike; Byron, Margie Zeller; Cano, Gabe; Green, Rebecca; Herget, Deborah; Langer, Mike; Liu, Jun; Lunghofer, Lisa; Lytle, Tiffany; McCracken, Rob; Mierzwa, Frank; Shende, Amy; Suresh, R.; Wall, Ariana; Wallace, Ina",Methodological lessons from the National Survey of Child and Adolescent Well-Being: The first three years of the USA's first national probability study of children and families investigated for abuse and neglect,Children and Youth Services Review,,1907409,10.1016/S0190-7409(02)00199-8
U7Z3H25Q,journalArticle,1997,"Banyard, Victoria L.",The impact of childhood sexual abuse and family functioning on four dimensions of women's later parenting,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(97)00068-9
7NA8HTWC,journalArticle,2009,"Banks, Duren; Hazen, Andrea L.; Coben, Jeffrey H.; Wang, Kathleen; Griffith, Janet D.",Collaboration between child welfare agencies and domestic violence service providers: Relationship with child welfare policies and practices for addressing domestic violence,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2008.10.005
X2XVVZP2,journalArticle,2008,"Bair-Merritt, Megan H.; Feudtner, Chris; Localio, A. Russell; Feinstein, Jamie A.; Rubin, David; Holmes, William C.",Health care use of children whose female caregivers have intimate partner violence histories,Archives of Pediatrics & Adolescent Medicine,,1072-4710,10.1001/archpediatrics.2007.32
Q9PUTENN,journalArticle,2000,"Baird, Christopher; Wagner, Dennis",The relative validity of actuarial- and consensus-based risk assessment systems,Children and Youth Services Review,,1907409,10.1016/S0190-7409(00)00122-5
P35A825B,journalArticle,2009,"Bai, Yu; Wells, Rebecca; Hillemeier, Marianne M.","Coordination between child welfare agencies and mental health service providers, children's service use, and outcomes",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2008.10.004
Q7RCV6C9,journalArticle,2011,"Babchishin, K. M.; Karl Hanson, R.; Hermann, C. A.",The characteristics of online sex offenders: A meta-analysis,Sexual Abuse: A Journal of Research and Treatment,,"1079-0632, 1573-286X",10.1177/1079063210370708
UUCZASPA,journalArticle,2011,"Ayón, Cecilia",Latino child welfare: Parents' well-being at the time of entry,Families in Society: The Journal of Contemporary Social Services,,"1044-3894, 1945-1350",10.1606/1044-3894.4127
TZ7PKZKJ,journalArticle,2008,"Ayón, Cecilia; Marcenko, Maureen O.",Depression among Latino children in the public child welfare system,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2008.04.005
6S9N4C5R,journalArticle,2011,"Ayón, Cecilia; Krysik, Judy; Gerdes, Karen; Androff, David; Becerra, David; Gurrola, Maria; Moya-Salas, Lorraine; Segal, Elizabeth A.",The mental health status of Latino children in the public child welfare system: a look at the role of generation and origin: Latino children's mental health,Child & Family Social Work,,13567500,10.1111/j.1365-2206.2010.00751.x
B7X6G55W,journalArticle,1975,"Scheipers, G.; Kawashiro, T.; Scheid, P.",Oxygen and carbon dioxide dissociation of duck blood,Respiration Physiology,,0034-5687,
BZ8UGVES,journalArticle,1975,"Schwabbauer, M. L.",Use of the latent image technique to develop and evaluate problem-solving skills,The American Journal of Medical Technology,,0002-9335,
EJ4PG4FZ,journalArticle,2016,"Ayer, L.; Woldetsadik, M. A.; Malsberger, R.; Burgette, L. F.; Kohl, P. L.",Who are the men caring for maltreated youth? Male primary caregivers in the child welfare system,Child Maltreatment,,"1077-5595, 1552-6119",10.1177/1077559516664985
GV5AJCNR,journalArticle,1998,"Avakame, Edem F.",Intergenerational transmission of violence and psychological aggression against wives.,Canadian Journal of Behavioural Science/Revue canadienne des Sciences du comportement,,0008-400X,10.1037/h0087062
E4FRP58V,journalArticle,1998,"Avakame, Edem F.","Intergenerational transmission of violence, self-control, and conjugal violence: A comparative analysis of physical violence and psychological aggression",Violence and Victims,,8866708,
WTWWM6HK,journalArticle,1989,"Ards, S.",Estimating local child abuse,Evaluation Review,,0193-841X,10.1177/0193841X8901300503
IKT5I5H3,journalArticle,2013,"Argys, Laura; Duncan, Brian",Economic incentives and foster child adoption,Demography,,"0070-3370, 1533-7790",10.1007/s13524-012-0166-0
HNU5C2BX,journalArticle,1995,"Asdigian, N. L.; Finkelhor, D.",What works for children in resisting assaults?,Journal of Interpersonal Violence,,0886-2605,10.1177/088626095010004002
4JHWZMCC,journalArticle,1981,"Aragona, John A.; Eyberg, Sheila M.",Neglected children: Mothers' report of child behavior problems and observed verbal behavior,Child Development,,93920,10.2307/1129179
6XPC4A9J,journalArticle,2001,"Ards, Sheila D; Chung, Chanjin; Myers, Samuel L",Letter to the editor,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(00)00221-0
8ZZ45NNI,journalArticle,1998,"Ards, Sheila; Chung, Chanjin; Myers, Samuel L.",The effects of sample selection bias on racial differences in child abuse reporting,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(97)00131-2
DR3TDPJ2,journalArticle,2013,"Anderst, J. D.",Adverse childhood experiences influence health in adolescence,AAP Grand Rounds,,1099-6605,10.1542/gr.30-4-44
HRRMCA56,journalArticle,2010,"Appleyard, Karen; Yang, Chongming; Runyan, Desmond K.",Delineating the maladaptive pathways of child maltreatment: A mediated moderation analysis of the roles of self-perception and social support,Development and Psychopathology,,"0954-5794, 1469-2198",10.1017/S095457941000009X
XHAWC6EJ,journalArticle,2011,"Anderson, Heather Orton; Libby, Anne M.",Depression with and without Comorbid Substance Dependence in a Child Welfare Sample of Young Adults,Depression Research and Treatment,,"2090-1321, 2090-133X",10.1155/2011/475248
U7KD94SG,journalArticle,2011,"Anderson, Heather D.","Suicide ideation, depressive symptoms, and out-of-home placement among youth in the U.S. child welfare system",Journal of Clinical Child & Adolescent Psychology,,"1537-4416, 1537-4424",10.1080/15374416.2011.614588
5DU8TH2R,journalArticle,2000,"Amaya-Jackson, L.; Socolar, R. R. S.; Hunter, W.; Runyan, D. K.; Colindres, R.",Directly questioning children and adolescents about maltreatment: A review of survey measures used,Journal of Interpersonal Violence,,0886-2605,10.1177/088626000015007005
Q5J7QWKX,journalArticle,2009,"Alzate, Mónica M.; Rosenthal, James A.",Gender and ethnic differences for Hispanic children referred to child protective services,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2008.05.002
MFE7WUAB,journalArticle,2016,"Allen, Brian",Children with Sexual Behavior Problems: Clinical Characteristics and Relationship to Child Maltreatment,Child Psychiatry & Human Development,,"0009-398X, 1573-3327",10.1007/s10578-016-0633-8
W44JKUUV,journalArticle,2009,"AlEissa, Majid A.; Fluke, John D.; Gerbaka, Bernard; Goldbeck, Lutz; Gray, Jenny; Hunter, Nicole; Madrid, Bernadette; Van Puyenbroeck, Bert; Richards, Ian; Tonmyr, Lil",A commentary on national child maltreatment surveillance systems: Examples of progress,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2009.08.004
RRZSWAUS,journalArticle,2014,"Abner, Kristin S.",Dimensions of structural disadvantage: A latent class analysis of a neighborhood measure in child welfare data,Journal of Social Service Research,,"0148-8376, 1540-7314",10.1080/01488376.2013.852651
JRBTQUDM,journalArticle,2010,"Aarons, Gregory A.; James, Sigrid; Monn, Amy R.; Raghavan, Ramesh; Wells, Rebecca S.; Leslie, Laurel K.",Behavior problems and placement change in a national child welfare sample: A prospective study,Journal of the American Academy of Child & Adolescent Psychiatry,,8908567,10.1016/j.jaac.2009.09.005
5EH6SZ6Z,journalArticle,2005,"Ondersma, Steven J.; Chaffin, Mark J.; Mullins, Sharon M.; LeBreton, James M.",A Brief Form of the Child Abuse Potential Inventory: Development and Validation,Journal of Clinical Child & Adolescent Psychology,,"1537-4416, 1537-4424",10.1207/s15374424jccp3402_9
